,variable,value
15099,Weight,3974604
15100,Weight,11776024
15101,Weight,122356482
15102,Weight,57278905
15103,Weight,38585741
15104,Weight,6874280
15105,Weight,15206
15106,Weight,27265398
15107,Weight,130804781
15108,Weight,5402
15109,Weight,36893457
15110,Weight,0
15111,Weight,2999602
15112,Weight,12053
15113,Weight,0
15114,Weight,0
15115,Weight,0
15116,Weight,412331
15117,Weight,84610172
15118,Weight,18835000
15119,Weight,17315989
15120,Weight,43415590
15121,Weight,6029723
15122,Weight,90928344
15123,Weight,90001331
15124,Weight,15118517
15125,Weight,31237029
15126,Weight,34790097
15127,Weight,1371371
15128,Weight,1340103
15129,Weight,3393
15130,Weight,69742
15131,Weight,209855726
15132,Weight,19130238
15133,Weight,2929500
15134,Weight,27704741
15135,Weight,0
15136,Weight,77743
15137,Weight,2067131
15138,Weight,0
15139,Weight,17944696
15140,Weight,5269396
15141,Weight,0
15142,Weight,186347
15143,Weight,49883631
15144,Weight,49515332
15145,Weight,17587760
15146,Weight,2750062
15147,Weight,7252
15148,Weight,14999554
15149,Weight,20496285
15150,Weight,0
15151,Weight,29844820
15152,Weight,7460
15153,Weight,778649
15154,Weight,0
15155,Weight,23338958
15156,Weight,0
15157,Weight,782261
15158,Weight,557731861
15159,Weight,30138665
15160,Weight,67839174
15161,Weight,179312513
15162,Weight,39264969
15163,Weight,104821261
15164,Weight,361568944
15165,Weight,61716809
15166,Weight,44240670
15167,Weight,70651234
15168,Weight,0
15169,Weight,586549
15170,Weight,3816666
15171,Weight,2042181
15172,Weight,10549996
15173,Weight,1488876820
15174,Weight,119031352
15175,Weight,9415651
15176,Weight,180917360
15177,Weight,3714
15178,Weight,2605207
15179,Weight,31206108
15180,Weight,633512
15181,Weight,0
15182,Weight,20505646
15183,Weight,49403
15184,Weight,8029534
15185,Weight,163289425
15186,Weight,87524977
15187,Weight,67904845
15188,Weight,23239946
15189,Weight,36395
15190,Weight,104994856
15191,Weight,140318254
15192,Weight,676500
15193,Weight,106958799
15194,Weight,37184
15195,Weight,0
15196,Weight,636873
15197,Weight,0
15198,Weight,0
15199,Weight,21752
15200,Weight,7935435
15201,Weight,1116196
15202,Weight,1295733
15203,Weight,1569655
15204,Weight,326138
15205,Weight,2105340
15206,Weight,2931317
15207,Weight,179856
15208,Weight,314803
15209,Weight,871749
15210,Weight,0
15211,Weight,22385
15212,Weight,50031
15213,Weight,1262
15214,Weight,20155
15215,Weight,6241374
15216,Weight,1605119
15217,Weight,285801
15218,Weight,220860
15219,Weight,1226690
15220,Weight,21975
15221,Weight,2081
15222,Weight,0
15223,Weight,552494
15224,Weight,0
15225,Weight,1050
15226,Weight,1164109
15227,Weight,2133877
15228,Weight,1592131
15229,Weight,1418864
15230,Weight,594128
15231,Weight,0
15232,Weight,9865571
15233,Weight,3144241
15234,Weight,2320
15235,Weight,475690
15236,Weight,0
15237,Weight,0
15238,Weight,3372380
15239,Weight,0
15240,Weight,24433144
15241,Weight,0
15242,Weight,319772
15243,Weight,87112925
15244,Weight,730666013
15245,Weight,428645615
15246,Weight,117407816
15247,Weight,5532124
15248,Weight,42512796
15249,Weight,137185209
15250,Weight,64552185
15251,Weight,58026988
15252,Weight,38046962
15253,Weight,936729
15254,Weight,1211158
15255,Weight,51714677
15256,Weight,59434
15257,Weight,469297295
15258,Weight,221159664
15259,Weight,4769777
15260,Weight,93190308
15261,Weight,1705687
15262,Weight,6324863
15263,Weight,3936779
15264,Weight,0
15265,Weight,8448542
15266,Weight,0
15267,Weight,0
15268,Weight,5297440
15269,Weight,86466829
15270,Weight,16818817
15271,Weight,17193781
15272,Weight,193403342
15273,Weight,48951706
15274,Weight,1658895
15275,Weight,202453825
15276,Weight,49598
15277,Weight,6998691
15278,Weight,3547454
15279,Weight,0
15280,Weight,42486792
15281,Weight,775653
15282,Weight,2054
15283,Weight,2605977
15284,Weight,697849121
15285,Weight,112995813
15286,Weight,262534781
15287,Weight,244836728
15288,Weight,84763753
15289,Weight,314593883
15290,Weight,477669661
15291,Weight,98876201
15292,Weight,92371012
15293,Weight,466841596
15294,Weight,10617177
15295,Weight,3622175
15296,Weight,4905324
15297,Weight,541199
15298,Weight,37617959
15299,Weight,1068884
15300,Weight,735038654
15301,Weight,350232247
15302,Weight,166073940
15303,Weight,3133384
15304,Weight,4498663
15305,Weight,25447743
15306,Weight,0
15307,Weight,27993783
15308,Weight,9128
15309,Weight,580938
15310,Weight,57828447
15311,Weight,214127644
15312,Weight,170526019
15313,Weight,88301516
15314,Weight,201078326
15315,Weight,147489
15316,Weight,215799460
15317,Weight,578505489
15318,Weight,38558
15319,Weight,61804130
15320,Weight,2718628
15321,Weight,0
15322,Weight,25041662
15323,Weight,0
15324,Weight,446392
15325,Weight,729064707
15326,Weight,379656752
15327,Weight,99760605
15328,Weight,87624117
15329,Weight,4092251
15330,Weight,40963184
15331,Weight,134817428
15332,Weight,70423374
15333,Weight,50419051
15334,Weight,40965405
15335,Weight,754588
15336,Weight,2266692
15337,Weight,49904689
15338,Weight,4084159
15339,Weight,56581
15340,Weight,453239410
15341,Weight,251788428
15342,Weight,80014478
15343,Weight,1014823
15344,Weight,5419880
15345,Weight,3320661
15346,Weight,0
15347,Weight,8731818
15348,Weight,0
15349,Weight,16500000
15350,Weight,5389703
15351,Weight,84849423
15352,Weight,16483934
15353,Weight,19244707
15354,Weight,82482775
15355,Weight,724810
15356,Weight,217185680
15357,Weight,196670303
15358,Weight,796
15359,Weight,8093487
15360,Weight,1277062
15361,Weight,3038989
15362,Weight,0
15363,Weight,43628906
15364,Weight,0
15365,Weight,1883637
15366,Weight,619592253
15367,Weight,95713441
15368,Weight,260019291
15369,Weight,209808243
15370,Weight,56603430
15371,Weight,331088433
15372,Weight,507852551
15373,Weight,85409794
15374,Weight,65903994
15375,Weight,319388231
15376,Weight,1160068
15377,Weight,2746092
15378,Weight,5445773
15379,Weight,709756
15380,Weight,962033
15381,Weight,678098242
15382,Weight,253116355
15383,Weight,22013578
15384,Weight,186109828
15385,Weight,2026442
15386,Weight,105818442
15387,Weight,37410
15388,Weight,22935617
15389,Weight,0
15390,Weight,27731664
15391,Weight,144927
15392,Weight,26237460
15393,Weight,197277118
15394,Weight,150552679
15395,Weight,77815412
15396,Weight,245377173
15397,Weight,112677
15398,Weight,217880293
15399,Weight,658660312
15400,Weight,9087
15401,Weight,53317274
15402,Weight,637031
15403,Weight,0
15404,Weight,12351085
15405,Weight,1248
15406,Weight,0
15407,Weight,1723554
15408,Weight,134510943
15409,Weight,17507140
15410,Weight,35932882
15411,Weight,71541644
15412,Weight,17742094
15413,Weight,97066572
15414,Weight,200458555
15415,Weight,36306179
15416,Weight,16156014
15417,Weight,59452793
15418,Weight,0
15419,Weight,3815706
15420,Weight,17731533
15421,Weight,60451732
15422,Weight,377223
15423,Weight,498557
15424,Weight,353215997
15425,Weight,7163967
15426,Weight,60142419
15427,Weight,108086
15428,Weight,1360963
15429,Weight,15628634
15430,Weight,32046
15431,Weight,14289130
15432,Weight,0
15433,Weight,3291961
15434,Weight,11148814
15435,Weight,110003953
15436,Weight,52560734
15437,Weight,36090757
15438,Weight,6519314
15439,Weight,377
15440,Weight,28588069
15441,Weight,141958569
15442,Weight,37069
15443,Weight,43657945
15444,Weight,0
15445,Weight,16770
15446,Weight,0
15447,Weight,5094508
15448,Weight,0
15449,Weight,0
15450,Weight,439321
15451,Weight,84339790
15452,Weight,16762205
15453,Weight,11503092
15454,Weight,43767388
15455,Weight,5947421
15456,Weight,95933496
15457,Weight,99487875
15458,Weight,13020159
15459,Weight,33616451
15460,Weight,35178445
15461,Weight,1408282
15462,Weight,2479304
15463,Weight,6679
15464,Weight,53400
15465,Weight,180477634
15466,Weight,21643857
15467,Weight,8480771
15468,Weight,27911576
15469,Weight,0
15470,Weight,4495215
15471,Weight,69212
15472,Weight,1970811
15473,Weight,0
15474,Weight,0
15475,Weight,128590
15476,Weight,16704533
15477,Weight,46150878
15478,Weight,48921685
15479,Weight,16241042
15480,Weight,2602192
15481,Weight,20419
15482,Weight,13520614
15483,Weight,20421342
15484,Weight,0
15485,Weight,28091167
15486,Weight,630533
15487,Weight,0
15488,Weight,33079212
15489,Weight,1741
15490,Weight,9683
15491,Weight,1048579
15492,Weight,546261074
15493,Weight,31326897
15494,Weight,64572245
15495,Weight,171701097
15496,Weight,39920111
15497,Weight,118393752
15498,Weight,385408849
15499,Weight,61898320
15500,Weight,49050054
15501,Weight,70079363
15502,Weight,0
15503,Weight,559696
15504,Weight,5369607
15505,Weight,2253196
15506,Weight,10791763
15507,Weight,1395870604
15508,Weight,119311117
15509,Weight,9150917
15510,Weight,180201466
15511,Weight,0
15512,Weight,0
15513,Weight,3260354
15514,Weight,26725085
15515,Weight,20844281
15516,Weight,21343
15517,Weight,505403
15518,Weight,6806769
15519,Weight,150653658
15520,Weight,86285107
15521,Weight,63013230
15522,Weight,16236412
15523,Weight,48082
15524,Weight,97570015
15525,Weight,142363690
15526,Weight,613418
15527,Weight,88842377
15528,Weight,10664
15529,Weight,0
15530,Weight,803568
15531,Weight,0
15532,Weight,0
15533,Weight,117522
15534,Weight,7454406
15535,Weight,1352218
15536,Weight,1030841
15537,Weight,1589737
15538,Weight,962039
15539,Weight,1452940
15540,Weight,4948629
15541,Weight,382713
15542,Weight,12651
15543,Weight,189247
15544,Weight,911881
15545,Weight,30729
15546,Weight,4128
15547,Weight,22937
15548,Weight,6184866
15549,Weight,3325149
15550,Weight,236215
15551,Weight,1247035
15552,Weight,0
15553,Weight,18753
15554,Weight,105357
15555,Weight,0
15556,Weight,497125
15557,Weight,0
15558,Weight,1072
15559,Weight,1323101
15560,Weight,2418446
15561,Weight,984723
15562,Weight,2142893
15563,Weight,834168
15564,Weight,5123
15565,Weight,5244748
15566,Weight,4109611
15567,Weight,0
15568,Weight,308409
15569,Weight,0
15570,Weight,4716359
15571,Weight,0
15572,Weight,23024339
15573,Weight,0
15574,Weight,0
15575,Weight,681664
15576,Weight,758325174
15577,Weight,365550765
15578,Weight,88587776
15579,Weight,80917883
15580,Weight,4527581
15581,Weight,32241107
15582,Weight,141034558
15583,Weight,57720598
15584,Weight,87216189
15585,Weight,36002199
15586,Weight,181636
15587,Weight,665024
15588,Weight,1683153
15589,Weight,55487562
15590,Weight,438634154
15591,Weight,200811725
15592,Weight,4989045
15593,Weight,74998876
15594,Weight,899454
15595,Weight,6278000
15596,Weight,3947743
15597,Weight,0
15598,Weight,6569806
15599,Weight,0
15600,Weight,0
15601,Weight,5676756
15602,Weight,82801265
15603,Weight,42735546
15604,Weight,17173836
15605,Weight,83038808
15606,Weight,672080
15607,Weight,204220493
15608,Weight,186644887
15609,Weight,27291
15610,Weight,5635007
15611,Weight,3856336
15612,Weight,0
15613,Weight,35446228
15614,Weight,4213
15615,Weight,19950
15616,Weight,1698636
15617,Weight,623541236
15618,Weight,84801965
15619,Weight,239023285
15620,Weight,224356662
15621,Weight,50949069
15622,Weight,303623524
15623,Weight,431814331
15624,Weight,85868866
15625,Weight,62850131
15626,Weight,290948115
15627,Weight,82611
15628,Weight,3243325
15629,Weight,5030116
15630,Weight,492879
15631,Weight,1393022
15632,Weight,648228863
15633,Weight,188441866
15634,Weight,21870490
15635,Weight,24463509
15636,Weight,157847338
15637,Weight,1992406
15638,Weight,59219684
15639,Weight,0
15640,Weight,25570419
15641,Weight,25822
15642,Weight,158249
15643,Weight,54735202
15644,Weight,183145287
15645,Weight,175094267
15646,Weight,84805348
15647,Weight,257690230
15648,Weight,29960
15649,Weight,199288022
15650,Weight,524615853
15651,Weight,7863
15652,Weight,53046365
15653,Weight,619774
15654,Weight,0
15655,Weight,10371370
15656,Weight,3983
15657,Weight,0
15658,Weight,1785238
15659,Weight,134769799
15660,Weight,14478429
15661,Weight,99634954
15662,Weight,33556149
15663,Weight,69503255
15664,Weight,16220631
15665,Weight,174296751
15666,Weight,42634777
15667,Weight,10972953
15668,Weight,46614068
15669,Weight,0
15670,Weight,4809855
15671,Weight,15983000
15672,Weight,583493
15673,Weight,706997
15674,Weight,347824341
15675,Weight,61977458
15676,Weight,5763544
15677,Weight,56165810
15678,Weight,14320
15679,Weight,1218995
15680,Weight,15208393
15681,Weight,16329
15682,Weight,13059636
15683,Weight,927
15684,Weight,2902536
15685,Weight,10435225
15686,Weight,98204267
15687,Weight,50898719
15688,Weight,26900828
15689,Weight,33929406
15690,Weight,6937565
15691,Weight,54170
15692,Weight,135240039
15693,Weight,5188
15694,Weight,35991021
15695,Weight,0
15696,Weight,38010
15697,Weight,0
15698,Weight,4175759
15699,Weight,0
15700,Weight,0
15701,Weight,347215
15702,Weight,47716587
15703,Weight,77601726
15704,Weight,13729390
15705,Weight,14651019
15706,Weight,4041776
15707,Weight,94273593
15708,Weight,86441440
15709,Weight,11780518
15710,Weight,26738965
15711,Weight,29403045
15712,Weight,1752765
15713,Weight,1382907
15714,Weight,30038
15715,Weight,127993
15716,Weight,180651119
15717,Weight,18991353
15718,Weight,5260895
15719,Weight,26267923
15720,Weight,0
15721,Weight,56644
15722,Weight,2077754
15723,Weight,0
15724,Weight,4073730
15725,Weight,17009
15726,Weight,132495
15727,Weight,17129244
15728,Weight,44770030
15729,Weight,25735
15730,Weight,45403582
15731,Weight,14797467
15732,Weight,3186724
15733,Weight,13446347
15734,Weight,18722891
15735,Weight,0
15736,Weight,23578677
15737,Weight,1646243
15738,Weight,0
15739,Weight,22266030
15740,Weight,5561
15741,Weight,113
15742,Weight,69036132
15743,Weight,957915
15744,Weight,521444218
15745,Weight,29823563
15746,Weight,168702396
15747,Weight,36983962
15748,Weight,112094716
15749,Weight,339444649
15750,Weight,62293269
15751,Weight,44510868
15752,Weight,57637421
15753,Weight,0
15754,Weight,540130
15755,Weight,5122265
15756,Weight,1519897
15757,Weight,14654878
15758,Weight,1413063928
15759,Weight,122280082
15760,Weight,8454094
15761,Weight,173049107
15762,Weight,0
15763,Weight,2910142
15764,Weight,23841390
15765,Weight,0
15766,Weight,19631805
15767,Weight,31117
15768,Weight,424696
15769,Weight,5930840
15770,Weight,18482261
15771,Weight,139290791
15772,Weight,85428446
15773,Weight,50584553
15774,Weight,57524
15775,Weight,96529029
15776,Weight,144591032
15777,Weight,732865
15778,Weight,81673911
15779,Weight,46518
15780,Weight,0
15781,Weight,612249
15782,Weight,62993
15783,Weight,0
15784,Weight,65457
15785,Weight,9054137
15786,Weight,497755
15787,Weight,546975
15788,Weight,1641542
15789,Weight,226700
15790,Weight,1424331
15791,Weight,3714514
15792,Weight,179589
15793,Weight,434746
15794,Weight,1404576
15795,Weight,0
15796,Weight,43241
15797,Weight,20582
15798,Weight,2051545
15799,Weight,5136
15800,Weight,1397
15801,Weight,6216093
15802,Weight,110853
15803,Weight,3387286
15804,Weight,0
15805,Weight,14026
15806,Weight,496116
15807,Weight,0
15808,Weight,372025
15809,Weight,0
15810,Weight,789
15811,Weight,511598
15812,Weight,2008914
15813,Weight,1286043
15814,Weight,2193953
15815,Weight,609370
15816,Weight,4594146
15817,Weight,4770722
15818,Weight,3130
15819,Weight,199474
15820,Weight,0
15821,Weight,0
15822,Weight,555280
15823,Weight,0
15824,Weight,13598577
15825,Weight,7390
15826,Weight,17046531
15827,Weight,0
15828,Weight,2513332
15829,Weight,145364871
15830,Weight,36059306
15831,Weight,69127561
15832,Weight,16353036
15833,Weight,98577739
15834,Weight,180885557
15835,Weight,40725136
15836,Weight,16377276
15837,Weight,51395025
15838,Weight,0
15839,Weight,3452230
15840,Weight,14716475
15841,Weight,521512
15842,Weight,730459
15843,Weight,339363946
15844,Weight,57688378
15845,Weight,6297909
15846,Weight,51059720
15847,Weight,348780
15848,Weight,1103538
15849,Weight,15002686
15850,Weight,16314
15851,Weight,12353914
15852,Weight,1
15853,Weight,56725845
15854,Weight,2834564
15855,Weight,14280479
15856,Weight,101087283
15857,Weight,38375152
15858,Weight,6818401
15859,Weight,13572
15860,Weight,37600136
15861,Weight,118452638
15862,Weight,7255
15863,Weight,32425645
15864,Weight,0
15865,Weight,17767
15866,Weight,0
15867,Weight,4469015
15868,Weight,2160
15869,Weight,0
15870,Weight,566850
15871,Weight,81910624
15872,Weight,15254456
15873,Weight,15829595
15874,Weight,42918651
15875,Weight,5030316
15876,Weight,100756511
15877,Weight,92749346
15878,Weight,13105128
15879,Weight,33401428
15880,Weight,32916442
15881,Weight,1609605
15882,Weight,2192368
15883,Weight,400825
15884,Weight,222656
15885,Weight,194966092
15886,Weight,21385483
15887,Weight,131010
15888,Weight,4161391
15889,Weight,28751947
15890,Weight,0
15891,Weight,2210890
15892,Weight,0
15893,Weight,3979858
15894,Weight,33522
15895,Weight,145035
15896,Weight,16673755
15897,Weight,48626458
15898,Weight,48437786
15899,Weight,12908113
15900,Weight,2928005
15901,Weight,54537
15902,Weight,15447059
15903,Weight,22603118
15904,Weight,6705
15905,Weight,27358021
15906,Weight,1125407
15907,Weight,24762
15908,Weight,28268482
15909,Weight,3359
15910,Weight,2952
15911,Weight,1200166
15912,Weight,549222452
15913,Weight,30823085
15914,Weight,67239079
15915,Weight,182228684
15916,Weight,43195969
15917,Weight,115417562
15918,Weight,370316616
15919,Weight,57191130
15920,Weight,49359225
15921,Weight,57595793
15922,Weight,0
15923,Weight,437594
15924,Weight,1362203754
15925,Weight,5020093
15926,Weight,776597
15927,Weight,8004530
15928,Weight,113026301
15929,Weight,7358700
15930,Weight,172152714
15931,Weight,3308
15932,Weight,3456031
15933,Weight,21193546
15934,Weight,0
15935,Weight,15941740
15936,Weight,37944
15937,Weight,444332
15938,Weight,5847294
15939,Weight,129803946
15940,Weight,91904832
15941,Weight,46890252
15942,Weight,18779583
15943,Weight,60165
15944,Weight,100400488
15945,Weight,167650495
15946,Weight,935294
15947,Weight,78575096
15948,Weight,18131
15949,Weight,231
15950,Weight,937658
15951,Weight,0
15952,Weight,0
15953,Weight,69196
15954,Weight,8448745
15955,Weight,1498744
15956,Weight,784101
15957,Weight,2098457
15958,Weight,459892
15959,Weight,1668916
15960,Weight,4599546
15961,Weight,576822
15962,Weight,191906
15963,Weight,1141934
15964,Weight,0
15965,Weight,17801
15966,Weight,46396
15967,Weight,297
15968,Weight,8223
15969,Weight,4516672
15970,Weight,1860978
15971,Weight,145904
15972,Weight,1285363
15973,Weight,0
15974,Weight,46080
15975,Weight,23757
15976,Weight,147888
15977,Weight,644835
15978,Weight,0
15979,Weight,669
15980,Weight,284130
15981,Weight,1713936
15982,Weight,1633120
15983,Weight,1898821
15984,Weight,446483
15985,Weight,0
15986,Weight,5031755
15987,Weight,4135617
15988,Weight,786
15989,Weight,401140
15990,Weight,0
15991,Weight,0
15992,Weight,5207078
15993,Weight,41930760
15994,Weight,45030000
15995,Weight,0
15996,Weight,671365
15997,Weight,823581855
15998,Weight,346877952
15999,Weight,94847273
16000,Weight,79248946
16001,Weight,5676596
16002,Weight,35888048
16003,Weight,128404754
16004,Weight,59582191
16005,Weight,51068160
16006,Weight,34987482
16007,Weight,565250
16008,Weight,1377336
16009,Weight,53753370
16010,Weight,82466
16011,Weight,449022617
16012,Weight,184694595
16013,Weight,4920663
16014,Weight,78282253
16015,Weight,1374217
16016,Weight,7931820
16017,Weight,4494383
16018,Weight,14144000
16019,Weight,0
16020,Weight,33351474
16021,Weight,0
16022,Weight,5719250
16023,Weight,84322427
16024,Weight,19015023
16025,Weight,17923227
16026,Weight,67191528
16027,Weight,1444161
16028,Weight,205272095
16029,Weight,188248605
16030,Weight,14287
16031,Weight,5954802
16032,Weight,4470685
16033,Weight,0
16034,Weight,1704850
16035,Weight,40882924
16036,Weight,1828176
16037,Weight,23636
16038,Weight,678221322
16039,Weight,93226184
16040,Weight,235286531
16041,Weight,223934058
16042,Weight,52493392
16043,Weight,310654261
16044,Weight,420518876
16045,Weight,107679822
16046,Weight,94706485
16047,Weight,307740088
16048,Weight,0
16049,Weight,4073915
16050,Weight,5689157
16051,Weight,404959
16052,Weight,1505008
16053,Weight,689264363
16054,Weight,196309377
16055,Weight,26417655
16056,Weight,142949816
16057,Weight,2140531
16058,Weight,62302627
16059,Weight,24854975
16060,Weight,0
16061,Weight,27824757
16062,Weight,24189138
16063,Weight,35349
16064,Weight,151717
16065,Weight,174607172
16066,Weight,145340887
16067,Weight,76281481
16068,Weight,288651406
16069,Weight,131975
16070,Weight,274861530
16071,Weight,565589504
16072,Weight,5066
16073,Weight,47237761
16074,Weight,4358584
16075,Weight,0
16076,Weight,23289113
16077,Weight,0
16078,Weight,0
16079,Weight,798635
16080,Weight,685121857
16081,Weight,299308214
16082,Weight,78812561
16083,Weight,79012329
16084,Weight,2882902
16085,Weight,40986601
16086,Weight,125337720
16087,Weight,80299505
16088,Weight,45668857
16089,Weight,145806847
16090,Weight,1404883
16091,Weight,387287243
16092,Weight,1829754
16093,Weight,52342146
16094,Weight,143263
16095,Weight,184494038
16096,Weight,3294746
16097,Weight,75225884
16098,Weight,0
16099,Weight,7258550
16100,Weight,3392082
16101,Weight,0
16102,Weight,5916265
16103,Weight,0
16104,Weight,0
16105,Weight,4191496
16106,Weight,82882033
16107,Weight,17105103
16108,Weight,18999428
16109,Weight,53289822
16110,Weight,1010702
16111,Weight,239473892
16112,Weight,171349816
16113,Weight,0
16114,Weight,6560942
16115,Weight,4619779
16116,Weight,0
16117,Weight,32389684
16118,Weight,1468375
16119,Weight,67116
16120,Weight,1876658
16121,Weight,599675222
16122,Weight,83585257
16123,Weight,203850162
16124,Weight,191028097
16125,Weight,47041879
16126,Weight,283440428
16127,Weight,451374747
16128,Weight,106099874
16129,Weight,56761064
16130,Weight,321109825
16131,Weight,38590
16132,Weight,2508576
16133,Weight,4787530
16134,Weight,246161
16135,Weight,18963721
16136,Weight,1464636
16137,Weight,605296193
16138,Weight,217888739
16139,Weight,137602879
16140,Weight,2134990
16141,Weight,13412757
16142,Weight,24685541
16143,Weight,0
16144,Weight,20287273
16145,Weight,0
16146,Weight,27319446
16147,Weight,84822090
16148,Weight,176832839
16149,Weight,155223261
16150,Weight,84075168
16151,Weight,147069492
16152,Weight,498497
16153,Weight,190743006
16154,Weight,538011262
16155,Weight,897
16156,Weight,45781333
16157,Weight,584496
16158,Weight,0
16159,Weight,10579002
16160,Weight,3759
16161,Weight,278
16162,Weight,1881217
16163,Weight,137948432
16164,Weight,13498714
16165,Weight,36201582
16166,Weight,66398742
16167,Weight,16943095
16168,Weight,75390535
16169,Weight,168595795
16170,Weight,27428915
16171,Weight,17571000
16172,Weight,49009397
16173,Weight,79072
16174,Weight,2147133
16175,Weight,16854069
16176,Weight,586481
16177,Weight,511468
16178,Weight,355388427
16179,Weight,55555387
16180,Weight,544808
16181,Weight,5151537
16182,Weight,54807755
16183,Weight,89530
16184,Weight,15756704
16185,Weight,19155
16186,Weight,12378533
16187,Weight,277
16188,Weight,1679652
16189,Weight,10477640
16190,Weight,94050523
16191,Weight,50693548
16192,Weight,37961834
16193,Weight,5424489
16194,Weight,11272
16195,Weight,25893992
16196,Weight,114880422
16197,Weight,6192
16198,Weight,32214277
16199,Weight,0
16200,Weight,24390
16201,Weight,0
16202,Weight,2785402
16203,Weight,0
16204,Weight,0
16205,Weight,327844
16206,Weight,75112490
16207,Weight,14956570
16208,Weight,14156665
16209,Weight,38228421
16210,Weight,4731282
16211,Weight,104168785
16212,Weight,81594379
16213,Weight,14159560
16214,Weight,27768852
16215,Weight,29336567
16216,Weight,1439966
16217,Weight,1375444
16218,Weight,10103
16219,Weight,149177
16220,Weight,174277120
16221,Weight,19997783
16222,Weight,4151687
16223,Weight,25386760
16224,Weight,0
16225,Weight,114939
16226,Weight,1509243
16227,Weight,0
16228,Weight,3992804
16229,Weight,36506
16230,Weight,135523
16231,Weight,16539177
16232,Weight,44939145
16233,Weight,43819269
16234,Weight,11518307
16235,Weight,2598845
16236,Weight,4363
16237,Weight,11760058
16238,Weight,17661971
16239,Weight,1562
16240,Weight,25489190
16241,Weight,527949
16242,Weight,0
16243,Weight,21167124
16244,Weight,6460
16245,Weight,0
16246,Weight,866047
16247,Weight,475494394
16248,Weight,39115924
16249,Weight,25483456
16250,Weight,50706876
16251,Weight,146475361
16252,Weight,98446184
16253,Weight,318499638
16254,Weight,51503632
16255,Weight,37872061
16256,Weight,52657433
16257,Weight,0
16258,Weight,416799
16259,Weight,4852274
16260,Weight,674255
16261,Weight,10420378
16262,Weight,1262371784
16263,Weight,114430019
16264,Weight,6256694
16265,Weight,170469994
16266,Weight,3973
16267,Weight,3308280
16268,Weight,25037283
16269,Weight,0
16270,Weight,13784108
16271,Weight,84611
16272,Weight,413964
16273,Weight,5256545
16274,Weight,113929251
16275,Weight,264483
16276,Weight,75136637
16277,Weight,49369958
16278,Weight,17839860
16279,Weight,86735450
16280,Weight,107558379
16281,Weight,509388
16282,Weight,87437369
16283,Weight,97385
16284,Weight,0
16285,Weight,914741
16286,Weight,0
16287,Weight,0
16288,Weight,55567
16289,Weight,8443935
16290,Weight,996508
16291,Weight,1089028
16292,Weight,1896822
16293,Weight,431517
16294,Weight,1769847
16295,Weight,3728767
16296,Weight,458270
16297,Weight,283753
16298,Weight,158849
16299,Weight,1108318
16300,Weight,0
16301,Weight,33288
16302,Weight,173649
16303,Weight,2708
16304,Weight,4836922
16305,Weight,1428278
16306,Weight,164604
16307,Weight,1637259
16308,Weight,0
16309,Weight,35102
16310,Weight,340142
16311,Weight,0
16312,Weight,661625
16313,Weight,0
16314,Weight,1629
16315,Weight,305810
16316,Weight,2167633
16317,Weight,963363
16318,Weight,2254997
16319,Weight,438477
16320,Weight,0
16321,Weight,4840720
16322,Weight,3869603
16323,Weight,1250
16324,Weight,169746
16325,Weight,0
16326,Weight,834792
16327,Weight,0
16328,Weight,8688447
16329,Weight,5269
16330,Weight,1015
16331,Weight,40436177
16332,Weight,2434458
16333,Weight,145598417
16334,Weight,15736336
16335,Weight,68639565
16336,Weight,18265170
16337,Weight,92082413
16338,Weight,174117027
16339,Weight,21955800
16340,Weight,22174366
16341,Weight,50332833
16342,Weight,0
16343,Weight,3218926
16344,Weight,13077047
16345,Weight,868717
16346,Weight,518066
16347,Weight,347598776
16348,Weight,57318441
16349,Weight,5536337
16350,Weight,52885261
16351,Weight,23243
16352,Weight,546877
16353,Weight,16507580
16354,Weight,17448
16355,Weight,13946209
16356,Weight,0
16357,Weight,1532355
16358,Weight,35615361
16359,Weight,10224902
16360,Weight,100457547
16361,Weight,53833229
16362,Weight,4610062
16363,Weight,17429
16364,Weight,25220216
16365,Weight,122523994
16366,Weight,3334
16367,Weight,33286266
16368,Weight,27637
16369,Weight,0
16370,Weight,2945393
16371,Weight,357707
16372,Weight,0
16373,Weight,373853
16374,Weight,82219723
16375,Weight,13424577
16376,Weight,16857920
16377,Weight,38077593
16378,Weight,3831986
16379,Weight,80078527
16380,Weight,81269337
16381,Weight,17811054
16382,Weight,29999814
16383,Weight,31424045
16384,Weight,205745
16385,Weight,2079075
16386,Weight,1931129
16387,Weight,20211
16388,Weight,179404572
16389,Weight,20636058
16390,Weight,3693465
16391,Weight,28241840
16392,Weight,0
16393,Weight,69568
16394,Weight,2131614
16395,Weight,0
16396,Weight,4163700
16397,Weight,0
16398,Weight,45324
16399,Weight,17276366
16400,Weight,41902561
16401,Weight,40947687
16402,Weight,12234696
16403,Weight,2729193
16404,Weight,51855
16405,Weight,15200880
16406,Weight,18988629
16407,Weight,39446
16408,Weight,26843694
16409,Weight,684617
16410,Weight,0
16411,Weight,23474423
16412,Weight,3203
16413,Weight,20340
16414,Weight,558010
16415,Weight,466775852
16416,Weight,23959922
16417,Weight,62603214
16418,Weight,315943064
16419,Weight,147348620
16420,Weight,36761532
16421,Weight,100431516
16422,Weight,54076397
16423,Weight,40029974
16424,Weight,56392007
16425,Weight,2132
16426,Weight,654613
