ENDUSE,District,Weight,Value,Item_Count,Date
"FOODS, FEEDS, AND BEVERAGES","NOGALES, AZ",391947,207966196,13286,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","LOS ANGELES, CA",460064197,1078063539,33880,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","SAN FRANCISCO, CA",208611309,534325017,14341,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","COLUMBIA-SNAKE, OR",4116842,9551969,262,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","SEATTLE, WA",83266514,459881814,23232,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","ANCHORAGE, AK",696340,1029676,34,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","HONOLULU, HI",5186294,13634160,839,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","GREAT FALLS, MT",5297897,253340952,8194,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","PEMBINA, ND",0,253259235,12350,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","MINNEAPOLIS, MN",7493292,23927791,845,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","DULUTH, MN",0,51662345,1540,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","MILWAUKEE, WI",0,3091918,5,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","DETROIT, MI",6625612,750498242,56722,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","CHICAGO, IL",88655315,311801182,10311,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","CLEVELAND, OH",19283828,96998829,2341,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","ST. LOUIS, MO",19238915,52722295,2512,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","SAN JUAN, PR",99423338,96006234,2595,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","WASHINGTON, DC",3396,1654867,121,2020-09-01
"FOODS, FEEDS, AND BEVERAGES",U.S. VIRGIN ISLANDS,188536,2302648,11,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","MIAMI, FL",206282093,566931776,23687,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","HOUSTON-GALVESTON, TX",217073580,443766047,12284,2020-09-01
"FOODS, FEEDS, AND BEVERAGES","DALLAS-FORT WORTH, TX",13424036,20878243,927,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PORTLAND, ME",6766544,328966450,11024,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"ST. ALBANS, VT",0,212065474,18256,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"BOSTON, MA",45012871,377355435,8254,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PROVIDENCE, RI",2737,85894528,48,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"OGDENSBURG, NY",11207,1555700619,48212,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"BUFFALO, NY",1710654,1016016438,58550,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NEW YORK CITY, NY",659541191,5394630198,93762,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PHILADELPHIA, PA",78677284,716658536,14200,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"BALTIMORE, MD",228032523,510427434,14357,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NORFOLK, VA",202497800,445083957,19948,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"WILMINGTON, NC",41767982,188567858,7829,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"CHARLESTON, SC",283845678,838523071,29766,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAVANNAH, GA",424492879,1232223921,57217,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"TAMPA, FL",149961155,421753084,8035,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MOBILE, AL",117043807,513988771,6400,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NEW ORLEANS, LA",214663367,1547197606,43141,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PORT ARTHUR, TX",1269816,455446912,124,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"LAREDO, TX",2902487,1445668536,110073,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"LOS ANGELES, CA",710852239,2639816973,120084,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"EL PASO, TX",5000055,280576554,43833,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAN DIEGO, CA",271639,256996667,35091,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NOGALES, AZ",1243102,112552633,8054,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAN FRANCISCO, CA",212346974,954628823,22501,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"COLUMBIA-SNAKE, OR",58006750,94395149,2566,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SEATTLE, WA",142251390,1311023859,53529,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"ANCHORAGE, AK",1007018,111908010,3441,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"HONOLULU, HI",57903088,109785319,1116,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"GREAT FALLS, MT",29307996,1085498416,22886,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PEMBINA, ND",0,624463306,30880,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MINNEAPOLIS, MN",24086311,476629535,7270,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"DULUTH, MN",0,526957058,17987,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MILWAUKEE, WI",217816,23331682,642,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"DETROIT, MI",39963562,2515343161,147981,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"CHICAGO, IL",209628874,2758491832,73320,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"CLEVELAND, OH",128021649,852122597,54962,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"ST. LOUIS, MO",72682752,454611990,13440,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAN JUAN, PR",291810389,301752368,3957,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,U.S. VIRGIN ISLANDS,0,29751792,7,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MIAMI, FL",214614419,684371525,14611,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"HOUSTON-GALVESTON, TX",544138046,2174008802,33410,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"WASHINGTON, DC",25101,65326887,1112,2020-09-01
INDUSTRIAL SUPPLIES AND MATERIALS,"DALLAS-FORT WORTH, TX",52820130,500766307,21527,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORTLAND, ME",389197,108529824,1483,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. ALBANS, VT",0,437334302,4716,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BOSTON, MA",12262848,518012813,21496,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PROVIDENCE, RI",28720,1340894,30,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","OGDENSBURG, NY",0,275673959,15879,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BUFFALO, NY",1555458,530016761,31555,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW YORK CITY, NY",150039338,3142013883,100353,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PHILADELPHIA, PA",15347839,753912889,31443,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BALTIMORE, MD",35057721,489841014,9461,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NORFOLK, VA",63607972,775755434,22572,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WILMINGTON, NC",21547713,308167526,14765,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHARLESTON, SC",100296851,1173310481,37135,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAVANNAH, GA",159403806,2745610330,71500,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","TAMPA, FL",32009728,340152969,5348,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MOBILE, AL",20672378,315051719,7184,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW ORLEANS, LA",52915347,3598290590,124748,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORT ARTHUR, TX",0,1475540,11,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LAREDO, TX",3434223,4281086629,214409,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","EL PASO, TX",9054642,3139528938,121982,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN DIEGO, CA",326441,1230041130,69659,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","COLUMBIA-SNAKE, OR",6203624,121455948,4747,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NOGALES, AZ",1051201,609244484,32522,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LOS ANGELES, CA",446898500,8535517830,195311,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN FRANCISCO, CA",62132506,2598260897,48398,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SEATTLE, WA",46204860,1487406713,30282,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ANCHORAGE, AK",12040,1059508498,21762,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HONOLULU, HI",829459,162437431,5100,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","GREAT FALLS, MT",16276979,376766475,9235,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PEMBINA, ND",0,199818238,11725,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MINNEAPOLIS, MN",16487163,392704948,11953,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DULUTH, MN",0,9435613,431,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MILWAUKEE, WI",1028167,22328246,2043,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DETROIT, MI",12148845,1584312225,60530,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHICAGO, IL",91535910,6379446860,178863,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CLEVELAND, OH",59115692,4459404170,214323,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. LOUIS, MO",32698141,419898431,12894,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN JUAN, PR",8687762,104111855,2620,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",U.S. VIRGIN ISLANDS,11314,87035,7,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MIAMI, FL",23958615,637610465,17703,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HOUSTON-GALVESTON, TX",99504236,1205183023,26492,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WASHINGTON, DC",34385,133338533,3459,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DALLAS-FORT WORTH, TX",40245434,1473884895,43697,2020-09-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",VESSELS UNDER OWN POWER,0,131893,5,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PORTLAND, ME",204,33288513,3738,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. ALBANS, VT",0,20791227,1688,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BOSTON, MA",2606173,72367465,763,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PROVIDENCE, RI",5626119,633831555,7504,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","OGDENSBURG, NY",0,109467018,6877,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BUFFALO, NY",384833,750373957,26953,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW YORK CITY, NY",82803951,1178985494,41199,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PHILADELPHIA, PA",23225853,297873852,12765,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BALTIMORE, MD",18854649,1532861920,16119,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NORFOLK, VA",34156875,210096710,7405,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WILMINGTON, NC",4647633,25453484,1826,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHARLESTON, SC",89212625,727016039,32445,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAVANNAH, GA",81722344,1444629934,32965,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","TAMPA, FL",22185248,927235815,13691,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MOBILE, AL",26718548,414612945,8016,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW ORLEANS, LA",30690313,397818605,18202,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LAREDO, TX",1915128,7714335545,374011,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","EL PASO, TX",1821328,1093428432,101844,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN DIEGO, CA",3820185,1048590757,19117,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NOGALES, AZ",27928,175596919,5620,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LOS ANGELES, CA",221683692,2581713041,60215,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN FRANCISCO, CA",28336727,783448143,13458,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","COLUMBIA-SNAKE, OR",7371483,750418640,2551,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SEATTLE, WA",24838301,458876894,8952,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PEMBINA, ND",0,84611865,3080,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ANCHORAGE, AK",0,6171692,433,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HONOLULU, HI",88355,21235461,273,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","GREAT FALLS, MT",2644217,28186500,1637,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MINNEAPOLIS, MN",5095301,63458264,3511,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DULUTH, MN",17956,972502,17,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MILWAUKEE, WI",59295,5892141,213,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DETROIT, MI",12582166,4406709620,228616,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHICAGO, IL",40988649,545192151,29586,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CLEVELAND, OH",36514933,483512499,21678,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. LOUIS, MO",14951954,63611470,3909,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN JUAN, PR",5063352,81950617,1287,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES",U.S. VIRGIN ISLANDS,0,8894,1,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MIAMI, FL",13210313,146148382,7449,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HOUSTON-GALVESTON, TX",28709616,422120436,11443,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WASHINGTON, DC",0,9229841,348,2020-09-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DALLAS-FORT WORTH, TX",27438580,131164660,8510,2020-09-01
CONSUMER GOODS,"PROVIDENCE, RI",9047,4349969,376,2020-09-01
CONSUMER GOODS,"PORTLAND, ME",774704,117189853,2982,2020-09-01
CONSUMER GOODS,"ST. ALBANS, VT",0,57301477,7294,2020-09-01
CONSUMER GOODS,"BOSTON, MA",25278110,322653906,19912,2020-09-01
CONSUMER GOODS,"OGDENSBURG, NY",0,449578193,43174,2020-09-01
CONSUMER GOODS,"BUFFALO, NY",917574,439976206,53782,2020-09-01
CONSUMER GOODS,"NEW YORK CITY, NY",623369677,8937739946,479749,2020-09-01
CONSUMER GOODS,"PHILADELPHIA, PA",41847860,1809897123,39769,2020-09-01
CONSUMER GOODS,"BALTIMORE, MD",69399881,310050191,25966,2020-09-01
CONSUMER GOODS,"NORFOLK, VA",204082827,1227529614,69001,2020-09-01
CONSUMER GOODS,"WILMINGTON, NC",34965932,650714731,23252,2020-09-01
CONSUMER GOODS,"CHARLESTON, SC",151998136,946819968,47972,2020-09-01
CONSUMER GOODS,"SAVANNAH, GA",469617693,5056874857,197467,2020-09-01
CONSUMER GOODS,"TAMPA, FL",65133068,388650335,30749,2020-09-01
CONSUMER GOODS,"MOBILE, AL",52941243,398379451,38854,2020-09-01
CONSUMER GOODS,"NEW ORLEANS, LA",77752892,1900016811,93695,2020-09-01
CONSUMER GOODS,"PORT ARTHUR, TX",640,710419,3,2020-09-01
CONSUMER GOODS,"LAREDO, TX",584949,1707159034,162246,2020-09-01
CONSUMER GOODS,"EL PASO, TX",4605603,503093069,52700,2020-09-01
CONSUMER GOODS,"SAN DIEGO, CA",1049926,1459490951,89845,2020-09-01
CONSUMER GOODS,"NOGALES, AZ",27051463,159590288,16172,2020-09-01
CONSUMER GOODS,"LOS ANGELES, CA",1828937613,13495907768,755594,2020-09-01
CONSUMER GOODS,"SAN FRANCISCO, CA",146016682,1081992269,77398,2020-09-01
CONSUMER GOODS,"COLUMBIA-SNAKE, OR",11868510,89159769,7484,2020-09-01
CONSUMER GOODS,"SEATTLE, WA",184537144,1662814006,101706,2020-09-01
CONSUMER GOODS,"ANCHORAGE, AK",17149,89629044,7235,2020-09-01
CONSUMER GOODS,"HONOLULU, HI",2170766,21698771,1980,2020-09-01
CONSUMER GOODS,"GREAT FALLS, MT",34192695,261698866,17214,2020-09-01
CONSUMER GOODS,"MILWAUKEE, WI",369735,15875759,837,2020-09-01
CONSUMER GOODS,"PEMBINA, ND",0,108877063,9320,2020-09-01
CONSUMER GOODS,"MINNEAPOLIS, MN",20985305,204962676,13554,2020-09-01
CONSUMER GOODS,"DULUTH, MN",24776,81561731,8648,2020-09-01
CONSUMER GOODS,"DETROIT, MI",7537762,1355306019,59555,2020-09-01
CONSUMER GOODS,"CHICAGO, IL",158289303,7148542316,133885,2020-09-01
CONSUMER GOODS,"CLEVELAND, OH",105640458,2856338119,158177,2020-09-01
CONSUMER GOODS,"ST. LOUIS, MO",67604997,445837032,27622,2020-09-01
CONSUMER GOODS,"SAN JUAN, PR",25615176,730323080,7516,2020-09-01
CONSUMER GOODS,U.S. VIRGIN ISLANDS,14365,48478,3,2020-09-01
CONSUMER GOODS,"MIAMI, FL",92510543,1351977011,99559,2020-09-01
CONSUMER GOODS,"HOUSTON-GALVESTON, TX",181382640,802098716,58648,2020-09-01
CONSUMER GOODS,"WASHINGTON, DC",247598,672994254,2428,2020-09-01
CONSUMER GOODS,"DALLAS-FORT WORTH, TX",106154987,1676660038,68663,2020-09-01
OTHER GOODS,"PORTLAND, ME",10189,55337632,714,2020-09-01
OTHER GOODS,"ST. ALBANS, VT",0,31318095,1221,2020-09-01
OTHER GOODS,"BOSTON, MA",473792,92326860,1705,2020-09-01
OTHER GOODS,"PROVIDENCE, RI",65130,3606470,7,2020-09-01
OTHER GOODS,"OGDENSBURG, NY",0,133161670,5483,2020-09-01
OTHER GOODS,"BUFFALO, NY",13114,155053612,9063,2020-09-01
OTHER GOODS,"NEW YORK CITY, NY",7694171,597695523,9147,2020-09-01
OTHER GOODS,"PHILADELPHIA, PA",1636299,46509327,1763,2020-09-01
OTHER GOODS,"BALTIMORE, MD",801923,20848260,335,2020-09-01
OTHER GOODS,"NORFOLK, VA",2355292,21047747,849,2020-09-01
OTHER GOODS,"WILMINGTON, NC",152852,355107806,636,2020-09-01
OTHER GOODS,"CHARLESTON, SC",2504753,47241531,1177,2020-09-01
OTHER GOODS,"SAVANNAH, GA",3004161,487140809,5596,2020-09-01
OTHER GOODS,"TAMPA, FL",515377,31944569,398,2020-09-01
OTHER GOODS,"MOBILE, AL",374728,114994486,297,2020-09-01
OTHER GOODS,"NEW ORLEANS, LA",1908153,457265882,21204,2020-09-01
OTHER GOODS,"PORT ARTHUR, TX",45,3190,1,2020-09-01
OTHER GOODS,"LAREDO, TX",24431,189460161,15506,2020-09-01
OTHER GOODS,"EL PASO, TX",9731,58102600,5959,2020-09-01
OTHER GOODS,"SAN DIEGO, CA",347,173653192,11006,2020-09-01
OTHER GOODS,"NOGALES, AZ",21413,106590683,6189,2020-09-01
OTHER GOODS,"LOS ANGELES, CA",4485737,316567593,8780,2020-09-01
OTHER GOODS,"ANCHORAGE, AK",21953,46313408,2255,2020-09-01
OTHER GOODS,"SAN FRANCISCO, CA",3084975,141308157,4667,2020-09-01
OTHER GOODS,"COLUMBIA-SNAKE, OR",253333,12391169,321,2020-09-01
OTHER GOODS,"SEATTLE, WA",1358388,246110973,7747,2020-09-01
OTHER GOODS,"HONOLULU, HI",45818,208155306,755,2020-09-01
OTHER GOODS,"GREAT FALLS, MT",268163,203003083,6503,2020-09-01
OTHER GOODS,"PEMBINA, ND",0,105721787,4219,2020-09-01
OTHER GOODS,"MINNEAPOLIS, MN",448874,17424914,817,2020-09-01
OTHER GOODS,"DULUTH, MN",0,2651485,36,2020-09-01
OTHER GOODS,"MILWAUKEE, WI",26928,36951467,123,2020-09-01
OTHER GOODS,"DETROIT, MI",268892,565773418,24025,2020-09-01
OTHER GOODS,"CHICAGO, IL",2424821,1780698865,9237,2020-09-01
OTHER GOODS,"CLEVELAND, OH",1368527,448155303,18664,2020-09-01
OTHER GOODS,"ST. LOUIS, MO",2027193,48120340,1004,2020-09-01
OTHER GOODS,"SAN JUAN, PR",367996,56831134,326,2020-09-01
OTHER GOODS,"MIAMI, FL",3812817,355833674,5007,2020-09-01
OTHER GOODS,"HOUSTON-GALVESTON, TX",3387322,168729312,2299,2020-09-01
